manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Body_Dimensions,Body_Weight,Body_SIM,Body,Display_Type,Display_Size,Display_Resolution,Platform_OS,Platform_Chipset,Platform_CPU,Memory_Card slot,Memory_Internal,Main Camera_Single,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Type,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Launch_year,IsAvailable
leeco,leeco_le_max_2,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,156.8 x 77.6 x 8 mm (6.17 x 3.06 x 0.31 in),185 g (6.53 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.7 inches, 89.6 cm2 (~73.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Android 6.0 (Marshmallow), eUI 5.6",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),No,"32GB 4GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM","21 MP, f/2.0, 1/2.4"", PDAF, OIS","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.2",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX","GPS, GLONASS, BDS",Yes,No,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3100 mAh, non-removable",,"Rose gold, gold, silver, gray",About 350 EUR,HSDPA 850 / 900 / 1900 / 2100 - X821,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 25, 26, 38, 39, 40, 41 - X821",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"HSPA, LTE",Adreno 530,"Dual-LED dual-tone flash, panorama, HDR",,"Le X821, Le X829, Le X820, LEX820, LEX821, LEX829",,,,2016,1
leeco,leeco_le_pro_3_ai_edition,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,152.4 x 75.1 x 7.5 mm (6.00 x 2.96 x 0.30 in),168 g (5.93 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~72.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 6.0 (Marshmallow), eUI 5.9",Mediatek MT6797D Helio X23 (20 nm) - StandardMediatek MT6797X Helio X27 (20 nm) - Eco Edition,Deca-core x2.3 GHz - StandardDeca-core x2.6 GHz - Eco Edition,No,"32GB 4GB RAM (Standard), 64GB 4GB RAM (Eco)","13 MP, f/2.0, PDAF, Laser AF","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.2, 1/3.2"", 1.4µm",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",Yes,No,USB Type-C,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4000 mAh, non-removable",,"Rose gold, gold, black",About 280 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE",Mali-T880 MP4,"Dual-LED dual-tone flash, panorama, HDR",,"LEX653, LEX651, LEX650, LEX657",,,,2017,1
leeco,leeco_le_2_pro,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,151.1 x 74.2 x 7.5 mm (5.95 x 2.92 x 0.30 in),153 g (5.40 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~74.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 6.0 (Marshmallow), eUI 5.6",Mediatek MT6797T Helio X25 (20 nm),"Deca-core (2x2.5 GHz Cortex-A72, 4x2 GHz Cortex-A53, 4x1.4 GHz Cortex-A53)",No,32GB 4GB RAM,"21 MP, f/2.0, 1/2.4"", PDAF","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.2",1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",No,No,USB Type-C,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",,"Rose gold, gold, silver, gray",About 260 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 39, 40, 41", TD-SCDMA,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T880 MP4,"Dual-LED dual-tone flash, panorama, HDR",,,,,,2016,1
leeco,leeco_le_pro3,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,151.4 x 73.9 x 7.5 mm (5.96 x 2.91 x 0.30 in),175 g (6.17 oz),"Dual SIM (Nano-SIM, dual stand-by)  Single nanoSIM for US model",,IPS LCD,"5.5 inches, 82.6 cm2 (~73.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)","Android 6.0 (Marshmallow), eUI 5.8",Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.35 GHz Kryo & 2x2.0 GHz Kryo),No,"32GB 4GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM","16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.2, 1/3.2"", 1.4µm",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",Yes,FM radio,USB Type-C,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4070 mAh, non-removable",,"Rose gold, gold, silver, gray",About 330 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 38, 39, 40, 41", TD-SCDMA,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/150 Mbps",Adreno 530,"Dual-LED dual-tone flash, panorama, HDR",,"LEX720, LEX727",,,,2016,1
leeco,leeco_le_s3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,151.1 x 74.2 x 7.5 mm (5.95 x 2.92 x 0.30 in),153 g (5.40 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~74.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 6.0 (Marshmallow), eUI",Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.4 GHz Cortex-A53 & 4x1.8 GHz Cortex-A72),No,32GB 3GB RAM,"16 MP, PDAF","4K@30fps, 1080p@30fps, 720p@120fps",8 MP,,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","4.1, A2DP, LE",GPS,No,No,USB Type-C,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable",,"Gray, Gold, Rose Gold",About 200 EUR,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17",,"HSPA, LTE",Adreno 510,"Dual-LED dual-tone flash, HDR, panorama",eMMC 5.1,"LEX626, Le X522, Le X626","Glass front (Gorilla Glass 3), aluminum back, aluminum frame",,,2016,1
leeco,leeco_le_max,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,167.1 x 83.5 x 9 mm (6.58 x 3.29 x 0.35 in),204 g (7.20 oz),"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",,IPS LCD,"6.33 inches, 110.5 cm2 (~79.2% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~464 ppi density)",Android 5.1 (Lollipop),Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),No,"64GB 4GB RAM, 128GB 4GB RAM","21 MP, f/2.0, 1/2.4"", AF, OIS","4K@30fps, 1080p@30fps","4 MP, f/2.0, 1/3"", 2µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE","GPS, GLONASS",Yes,No,USB Type-C (MHL2 TV-out),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3400 mAh, non-removable",,"Gold, Silver",About 350 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 40",,"HSPA, LTE",Adreno 430,"Dual-LED dual-tone flash, panorama, HDR",eMMC 5.0,,,,,2016,1
leeco,leeco_le_pro3_elite,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,151.4 x 73.9 x 7.5 mm (5.96 x 2.91 x 0.30 in),175 g (6.17 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~74.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 6.0 (Marshmallow), eUI 5.8",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),No,"32GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM","16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF","4K@30fps, 1080p@30fps, 720p@120fps","8 MP, f/2.2, 1/3.2"", 1.4µm",,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,USB Type-C,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4070 mAh, non-removable",,"Rose gold, gold, silver, gray",About 280 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 20, 38, 39, 40, 41", TD-SCDMA,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/150 Mbps",Adreno 530,"Dual-LED dual-tone flash, panorama, HDR",,LEX722,,,,2017,1
lenovo,lenovo_legion_y700_(2023),No cellular connectivity, N/A,No,No,208.9 x 129.5 x 7.6 mm (8.22 x 5.10 x 0.30 in),350 g (12.35 oz),No,,"IPS LCD, 144Hz, Dolby Vision, HDR10, 500 nits (typ)","8.8 inches, 224.5 cm2 (~83.0% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~343 ppi density)","Android 13, ZUI 14",Qualcomm SM8475P Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),microSDXC (dedicated slot),"256GB 12GB RAM, 512GB 16GB RAM",,1080p@30fps,8 MP,1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",Yes,No,No,Unspecified,"2x USB Type-C 3.1 Gen2, DisplayPort 1.4","Accelerometer, gyro, proximity, compass","Li-Po 6550 mAh, non-removable",,Gray,About 600 EUR, N/A, N/A,,,Adreno 730,LED flash,UFS,,,,,2023,1
lenovo,lenovo_tab_m11,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,166.3 x 225.3 x 7.2 mm (6.55 x 8.87 x 0.28 in),465 g (1.03 lb),Nano-SIM,Stylus support,"IPS LCD, 90Hz, 400 nits (typ)","11.0 inches, 350.9 cm2 (~93.6% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~206 ppi density)",Android 13,Mediatek MT6769H Helio G88 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 8GB RAM","13 MP, f/2.2, (wide), AF
or
8 MP, f/2.0, (wide), AF",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,"Yes, with stereo speakers (4 speakers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, BDS",No,No,USB Type-C 2.0,"Accelerometer, gyro, proximity (accessories only)","Li-Po 7040 mAh, non-removable",,"Luna grey, Seafoam green",About 170 EUR,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 19, 20, 25, 26, 28, 29, 30, 38, 40, 41, 66, 71",,"HSPA, LTE",Mali-G52 MC2,LED flash,eMMC 5.1,,"Glass front, aluminum frame, aluminum back",,,2024,1
lenovo,lenovo_tab_p12,No cellular connectivity, N/A,No,No,293.3 x 190.7 x 6.9 mm (11.55 x 7.51 x 0.27 in),615 g (1.36 lb),No,Stylus support,IPS LCD,"12.7 inches, 467.7 cm2 (~83.6% screen-to-body ratio)","1840 x 2944 pixels, 16:10 ratio (~273 ppi density)",Android 13,Mediatek Dimensity 7050 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","8 MP, (wide), AF","4K@30fps, 1080p@30fps","13 MP, (ultrawide)",1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE",No,Unspecified,Unspecified,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, gyro, compass","Li-Po 10200 mAh, non-removable",,"Storm Grey, Oat",About 400 EUR, N/A, N/A,,,Mali-G68 MC4,LED flash,,,,,,2023,1
lenovo,lenovo_legion_y700,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,207.1 x 128.1 x 7.9 mm (8.15 x 5.04 x 0.31 in),375 g (13.23 oz),Nano-SIM,,"IPS LCD, 120Hz, Dolby Vision, HDR10, 500 nits (typ)","8.8 inches, 224.5 cm2 (~84.6% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~343 ppi density)","Android 12, ZUI 13",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 12GB RAM",13 MP,1080p@30fps,8 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE",No,No,Unspecified,USB Type-C 3.1 Gen2,"Accelerometer, gyro, proximity, compass","Li-Po 6550 mAh, non-removable",,Gray,About 360 EUR,HSDPA 850 / 900 / 1900 / 2100 , LTE,,"HSPA, LTE",Adreno 650,LED flash,UFS 3.1,TB-9707F,,,,2022,1
lenovo,lenovo_tab_m10_hd_gen_2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,241.5 x 149.4 x 8.3 mm (9.51 x 5.88 x 0.33 in),420 g (14.82 oz),Nano-SIM,,"IPS LCD, 400 nits (typ)","10.1 inches, 295.8 cm2 (~82.0% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Android 10,Mediatek MT6762 Helio P22T (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 4GB RAM","8 MP, AF",1080p@30fps,5 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, LE","GPS (LTE model), GLONASS",No,FM radio,"USB Type-C 2.0, OTG, magnetic connector","Accelerometer, proximity","Li-Po 5000 mAh, non-removable",,"Iron Gray, Platinum Gray",About 170 EUR, HSDPA 800 / 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 38, 40",,"HSPA, LTE",PowerVR GE8320,,eMMC 5.1,TB-X306X,,,,2020,1
lenovo,lenovo_legion_y70,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,163.6 x 77 x 8 mm (6.44 x 3.03 x 0.31 in),209 g (7.37 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"OLED, 144Hz, HDR10+, 1000 nits (peak)","6.67 inches, 107.4 cm2 (~85.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 12, ZUI 14",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),No,"128GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM",,"8K@30fps, 4K@30/60fps, 1080p@30/60/240fps, gyro-EIS",16 MP,Yes,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS",Yes,No,USB Type-C,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5100 mAh, non-removable",,"Black, Silver, Red",About 440 EUR, HSDPA 800 / 850 / 900 / 1900 / 2100 , LTE,CDMA2000 1x ,"HSPA, LTE (CA), 5G",Adreno 730,"Dual-LED flash, panorama, HDR",UFS 3.1,L71091,"Glass front, aluminum frame","50 MP, (wide), 1/1.55"", 1.0µm, PDAF, OIS
13 MP, 120˚ (ultrawide), 1.12µm, AF
2 MP, f/2.4, (depth)",,2022,1
lenovo,lenovo_tab_m10_plus_(3rd_gen),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,251.2 x 158.8 x 7.5 mm (9.89 x 6.25 x 0.30 in),465 g (1.03 lb),Nano-SIM,Stylus support,"IPS LCD, 400 nits (typ)","10.61 inches, 320.4 cm2 (~80.3% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~220 ppi density)",Android 12,Qualcomm SM6225 Snapdragon 680 4G (6 nm) - LTE model Mediatek MT6769V/CU Helio G80 (12 nm) - Wi-Fi only model,Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver) - LTE model Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55) - Wi-Fi only model,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","8 MP, AF",1080p,8 MP,,"Yes, with stereo speakers (4 speakers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",No,FM Radio,USB Type-C 2.0,"Accelerometer, proximity, gyro","Li-Po 7700 mAh, non-removable",,"Storm Grey, Frost Blue",About 260 EUR, HSDPA 800 / 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 26, 28, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat13 390/75 Mbps",Adreno 610 - LTE model Mali-G52 MC2 - Wi-Fi only model,,eMCP/uMCP,,,,,2022,1
lenovo,lenovo_tab_m8_(hd),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,199.1 x 121.8 x 8.2 mm (7.84 x 4.80 x 0.32 in),305 g (10.76 oz),Nano-SIM,,IPS LCD,"8.0 inches, 185.6 cm2 (~76.5% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Android 9.0 (Pie),Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","5 MP, AF",1080p,2 MP,720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity","Li-Po 5000 mAh, non-removable",,"Iron Grey, Platinum Grey",About 140 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 38, 40","1, 3, 5, 7, 8, 19, 34, 38, 39, 40, 41","HSPA, LTE",PowerVR GE8320,,eMMC 5.1,"TB-8505X, TB-8505F, TB-8505FS","Glass front, aluminum back, aluminum frame",,,2019,1
lenovo,lenovo_tab_m9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,215.4 x 136.8 x 8 mm (8.48 x 5.39 x 0.31 in),344 g (12.13 oz),Nano-SIM,,"IPS LCD, 400 nits (typ)","9.0 inches, 230.0 cm2 (~78.1% screen-to-body ratio)","800 x 1340 pixels, 5:3 ratio (~173 ppi density)",Android 12,Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","8 MP, AF",1080p,2 MP,720p,"Yes, with dual speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, GALILEO",No,Unspecified,USB Type-C 2.0,"Accelerometer, proximity","Li-Po 5100 mAh, non-removable",,"Arctic Grey, Frost Blue",About 180 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 66",,"HSPA, LTE",Mali-G52 MC2,,eMMC 5.1,,,,,2023,1
lenovo,lenovo_tab_p11_gen_2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,269.1 x 169.4 x 7.4 mm (10.59 x 6.67 x 0.29 in),520 g (1.15 lb),Nano-SIM,Stylus support,"IPS LCD, 400 nits (typ)","11.5 inches, 376.4 cm2 (~82.6% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~203 ppi density)",Android 12L,Mediatek Helio G99 (6nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","13 MP, f/2.4, (wide), AF",1080p@30fps,"8 MP, f/2.0",1080p@30fps,"Yes, with stereo speakers (4 speakers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS, GLONASS, BDS",No,No,"USB Type-C 2.0, OTG, magnetic connector","Accelerometer, gyro, proximity","Li-Po 7700 mAh, non-removable",,"Storm Grey, Sage",About 350 EUR,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 18, 19, 20, 25, 26, 28, 38, 40, 41, 66",,"HSPA, LTE",Mali-G57 MC2,LED flash,,,,,,2023,1
lenovo,lenovo_tab_m10_gen_3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,239.8 x 158.6 x 8.5 mm (9.44 x 6.24 x 0.33 in),460 g (1.01 lb),Nano-SIM,,"IPS LCD, 320 nits (typ)","10.1 inches, 295.8 cm2 (~77.8% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)","Android 11, upgradable to Android 12",Unisoc T610 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","8 MP, AF",1080p@30fps,5 MP,Yes,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, LE",GPS (LTE model),No,No,"USB Type-C 2.0, OTG, magnetic connector","Accelerometer, proximity","Li-Po 5100 mAh, non-removable",,Storm Grey,About 200 EUR, HSDPA 800 / 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 38, 40, 41",,"HSPA, LTE",Mali-G52 MP2,,eMCP or eMMC 5.1,,,,,2022,1
lenovo,lenovo_m10_plus,LTE, N/A,No,No,244.2 x 153.3 x 8.2 mm (9.61 x 6.04 x 0.32 in),460 g (1.01 lb),Nano-SIM,,"IPS LCD, 330 nits (typ)","10.3 inches, 307.6 cm2 (~82.2% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~220 ppi density)",Android 9.0 (Pie),Mediatek MT6762 Helio P22T (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","8 MP, AF",1080p@30fps,5 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, LE",GPS,No,No,USB Type-C 2.0,Accelerometer,"Li-Po 5000 mAh, non-removable",,Iron Grey,About 200 EUR, N/A, LTE (unspecified),,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",PowerVR GE8320,,eMMC 5.1,"TB-X606, TB-X606F, TB-X606X, TB-X606V",,,,2020,1
lenovo,lenovo_tab_p11_pro_gen_2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,263.7 x 166.7 x 6.8 mm (10.38 x 6.56 x 0.27 in),480 g (1.06 lb),Nano-SIM,Stylus support (magnetic),"OLED, HDR10+, Dolby Vision, 120Hz, 420 nits (typ), 600 nits (peak)","11.2 inches, 357.0 cm2 (~81.2% screen-to-body ratio)","1536 x 2560 pixels, 5:3 ratio (~267 ppi density)","Android 12, upgradable to Android 13",Mediatek MT8797 Kompanio 1300T (6 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM","13 MP, f/2.4, (wide), AF",1080p@30fps,8 MP,1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS",No,No,"USB Type-C 3.0, OTG, magnetic connector, video output","Accelerometer, gyro, proximity, compass","Li-Po 8200 mAh, non-removable",,"Storm Grey, Oat",About 500 EUR,HSDPA 850 / 900 / 1900 / 2100 , LTE,,"HSPA, LTE",Mali-G77 MC9,LED flash,UFS 3.1,"ZAB50194GB, ZAB50043SE","Glass front, plastic back, plastic frame",,,2022,1
