manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Body,Display_Resolution,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_depth_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_os_ver,platform_chipset_manufacturer,platform_chipset_details,platform_chipset_node,platform_cpu_count,platform_cpu_speed_ghz,memory_card_slot,memory_internal_storage,memory_ram,main_camera_single_mp
realme,realme_c51,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1600 pixels, 20:9 ratio (~260 ppi density)",1080p@30fps,"5 MP, f/2.2, 28mm (wide), 1/5.0"", 1.12µm",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GLONASS, GALILEO","Yes, 360˚ (market/region dependent)",Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass",,"Mint Green, Carbon Black","€ 115.89 / ₹ 7,699",HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41 - Africa, India","1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Asia","HSPA, LTE",Mali-G57,"LED flash, HDR, panorama",еMMC 5.1,RMX3830,"Glass front, plastic frame, plastic back",,HDR,2023,1,5000,0,167.2,76.7,8.0,186,2,0,1,0,0,1,0,ips lcd,90,6.74,109.7,85.5,720,1600,260,android,13,unisoc,,,8,1.8,microsdxc,256.0,6.0,0.08
sharp,sharp_aquos_zero,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,IP68 dust/water resistant (up to 1.5m for 30 min),"1440 x 2992 pixels, 18.7:9 ratio (~536 ppi density)","4K@30fps, 1080p@30fps (gyro-EIS)","8 MP, f/2.2, 23 mm",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,Meteorite Black,About 600 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 8, 28, 38",,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat15 1024/50 Mbps",Adreno 630,"LED flash, HDR, panorama",,SH-Z10,"Glass front (Gorilla Glass 5), aluminum frame",,HDR,2019,1,3130,0,154.0,73.0,8.8,146,0,0,1,0,0,0,0,oled,60,6.2,96.9,86.2,1440,2992,536,android,9.0,qualcomm,,,8,1.7,no,128.0,6.0,22.6
sharp,sharp_aquos_r2_compact,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,IP68 dust/water resistant (up to 1.5m for 30 min),"1080 x 2280 pixels, 19:9 ratio (~485 ppi density)","4K@30fps, 1080p@30/60fps (gyro-EIS)","8 MP, f/2.2, 23 mm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, QZSS",Yes,No,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,"Smokey Green, Deep White, Pure Black",,HSDPA 800 / 850 / 900 / 2100 ,"1, 3, 5, 8, 11, 12, 17, 19, 26, 28, 41, 42",,"HSPA, LTE",Adreno 630,"LED flash, HDR, panorama",,SH-M09,"Glass front (Gorilla Glass 3), plastic back, aluminum frame",,,2019,1,2500,0,131.0,64.0,9.3,135,0,0,1,0,0,0,0,igzo ips lcd,120,5.2,67.5,80.5,1080,2280,485,android,9.0,qualcomm,,,8,1.7,microsdxc,64.0,4.0,22.6
sonim,sonim_xp8,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"IP69 dust proof and water resistant over 1 meter and 30 minutes
MIL-STD-810G","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",1080p@30fps,8 MP,1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, EDR, LE","GPS, GLONASS",Yes,FM radio,"USB Type-C 2.0, magnetic connector","Accelerometer, gyro, proximity, compass, barometer",Up to 30 h,Black,About 700 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 66",CDMA2000 1xEV-DO ,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/150 Mbps",Adreno 508,"LED flash, HDR, panorama",,XP8800,,,,2018,1,4900,1,152.0,79.5,18.0,335,2,0,1,0,0,1,0,ips lcd,60,5.0,68.9,57.0,1080,1920,441,android,7.0,qualcomm,,,8,2.2,microsdxc,64.0,4.0,12
sonim,sonim_xp5plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"IP68 dust/water resistant (up to 1.5m for 30 min)
IPX9K water ingress protection
MIL-STD-810H","240 x 320 pixels, 4:3 ratio (~143 ppi density)",1080p@30fps,,,"Yes, with dual speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,USB Type-C,"Accelerometer, barometer",,Black,About 300 EUR,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 25, 26, 29, 30, 39, 40, 41, 66, 71",,"HSPA, LTE",Adreno 610,LED flash,,,,,,2022,1,3500,1,148.7,65.9,21.0,275,2,0,1,0,0,1,0,tft lcd,60,2.8,4.3,24.8,240,320,143,sonim,os,qualcomm,,,8,1.8,microsdxc,16.0,2.0,8
sonim,sonim_xp5s,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"IP68 dust/water resistant (up to 1.5m for 30 min)
MIL-STD-810G","320 x 432 pixels, 4:3 ratio (~204 ppi density)",720p@30fps,,,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac/e/k/r/h, dual-band","4.2, A2DP, EDR, LE","GPS, GLONASS",No,FM radio,USB Type-C,"Accelerometer, barometer",,Black,About 340 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 25, 26, 28, 30, 38, 41, 66",CDMA2000 1xEV-DO ,"HSPA, LTE",Adreno 308,LED flash,,XP5800,,,,2018,1,3180,1,141.0,64.0,23.0,260,2,0,1,0,0,1,0,tft lcd,60,2.64,1.5,23.8,320,432,204,sonim,os,qualcomm,,,4,1.4,microsdxc,16.0,2.0,5
sonim,sonim_xp7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,IP69 dust proof and water resistant over 1 meter and 30 minutes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",1080p@30fps,1 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, LE","GPS, GLONASS",Yes,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 40 h,"Black, Yellow",About 700 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 4, 5, 7, 8, 12, 17","1, 2, 3, 4, 5, 7, 17 - Telus","HSPA, LTE",Adreno 305,LED flash,eMMC 4.5,XP7700,,,,2014,1,4800,0,137.0,72.1,20.8,290,0,0,0,1,0,0,0,ips lcd,60,4.0,45.5,46.1,480,800,233,android,4.4.2,qualcomm,,,4,1.2,no,16.0,1.0,8
sonim,sonim_xp3,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,,,"IP68 dust/water resistant (up to 1.5m for 30 min)
MIL-STD-810G ","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/r, dual-band","4.2, A2DP, LE","GPS, GLONASS, GALILEO",No,FM Radio,USB Type-C,Barometer,,Black,About 190 EUR,HSDPA 800 / 850 / 900 / 1700(AWS) / 2100 ,"1, 2, 3, 4, 5, 8, 12, 13, 14, 25, 26, 38, 41, 66",CDMA2000 1xEV-DO ,"HSPA, LTE",Adreno 304,LED flash,,,,,,2019,1,1500,1,112.0,58.0,27.0,195,0,0,1,0,0,0,0,tft lcd,60,2.6,0.9,32.2,240,320,154,sonim,os,qualcomm,,,4,1.1,microsdxc,8.0,1.0,5
sonim,sonim_xp6,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,"MIL-STD-810G compliant
IP68/IP69 dust/water resistant (up to 1.8m for 30 min)
Drop-to-concrete resistance from up to 2m
Operational range -20°C to +55°C
Flashlight","320 x 432 pixels, 4:3 ratio (~204 ppi density)",720p@30fps,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, LE","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 40 h,Black,About 490 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 4, 5, 7, 8, 12, 17",,"HSPA, LTE",Adreno 305,,eMMC 4.5,,,,,2014,1,4800,0,137.0,64.5,20.5,270,0,0,0,1,0,0,0,ips lcd,60,2.63,1.3,24.2,320,432,204,android,4.4.2,qualcomm,,,4,1.2,no,8.0,1.0,5
sony,sony_xperia_xz3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,IP65/IP68 dust/water resistant (up to 1.5m for 30 min),"1440 x 2880 pixels, 18:9 ratio (~537 ppi density)","4K@30fps, 1080p@60fps, 1080p@30fps (5-axis gyro-EIS), 1080p@960fps, HDR","13 MP, f/1.9, 23mm (wide), 1/3.1"", 1.12µm",1080p@30fps (5-axis gyro-EIS),"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, aptX HD, LE","GPS, GLONASS, BDS, GALILEO",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",,"Black, Silver White, Forest Green, Bordeaux Red",About 510 EUR,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - H8416, H9436, H9493","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 32, 38, 39, 40, 41, 46, 66 - H8416, H9436, H9493",,"HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/200 Mbps",Adreno 630,"LED flash, panorama, HDR",UFS 2.1,"H9436, H8416, H9493","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,HDR,2018,1,3300,0,158.0,73.0,9.9,193,1,0,1,0,0,0,0,p-oled,60,6.0,92.9,80.5,1440,2880,537,android,9.0,qualcomm,,,8,1.7,microsdxc,64.0,6.0,19
sony,sony_xperia_xz,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,IP68 dust/water resistant (up to 1.5m for 30 min),"1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS)","13 MP, f/2.0, 22mm (wide), 1/3""",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","4.2, A2DP, aptX, LE","GPS, GLONASS/ BDS (region dependent)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",Up to 11 h 40 min (2G) / Up to 17 h 30 min (3G),"Mineral black, Platinum, Forest blue, Deep pink",About 230 EUR,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - F8331, F8332","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 26, 28, 29, 32, 38, 39, 40, 41 - F8331, F8332",,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat9 450/50 Mbps",Adreno 530,"LED flash, HDR, panorama",eMMC 5.1,"F8331, F8332, SO-01J, SOV34, 601SO","Glass front (Gorilla Glass 4), aluminum back, aluminum frame",,HDR,2016,1,2900,0,146.0,72.0,8.1,161,1,0,1,0,0,0,0,ips lcd,60,5.2,74.5,70.9,1080,1920,424,android,6.0.1,qualcomm,,,4,1.6,microsdxc,64.0,3.0,23
sony_ericsson,sony_ericsson_xperia_arc_s,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 854 pixels, 16:9 ratio (~233 ppi density)",720p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR","GPS, A-GPS; GLONASS",,"Stereo FM radio, RDS","microUSB 2.0, OTG","Accelerometer, proximity, compass",Up to 7 h 25 min (2G) / Up to 7 h 35 min (3G),"Pure White, Midnight Blue, Misty Silver, Gloss Black, Sakura Pink",About 210 EUR,HSDPA 900 / 2100  - LT18i,,HSDPA 850 / 1900 / 2100 / 800  - LT18a,HSPA 14.4/5.76 Mbps,Adreno 205,"LED flash, panorama",,,,,,2011,1,1500,1,125.0,63.0,8.7,117,0,1,0,0,0,0,0,led-backlit lcd,60,4.2,48.6,61.7,480,854,233,android,2.3.4,qualcomm,,,,1.4,microsdhc,0,0.512,8
sony_ericsson,sony_ericsson_xperia_play,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 854 pixels, 16:9 ratio (~245 ppi density)",720p,VGA,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR","GPS, A-GPS, GLONASS",,No,"microUSB 2.0, OTG","Accelerometer, proximity, compass",Up to 8 h 25 min (2G) / Up to 6 h 25 min (3G),"Black, White, Stealth Blue (for Play 4G), Orange",About 140 EUR,HSDPA 900 / 2100 ,,HSDPA 850 / 1900 / 2100  / 800,HSPA 7.2/5.76 Mbps,Adreno 205,LED flash,,,,,,2011,1,1500,1,119.0,62.0,16.0,175,0,1,0,0,0,0,0,led-backlit lcd,60,4.0,44.1,59.8,480,854,245,android,2.3.4,qualcomm,,,,1.0,microsdhc,0.4,0.512,5
sony_ericsson,sony_ericsson_xperia_x10,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 854 pixels, 16:9 ratio (~245 ppi density)","w480p@30fps, 720p@30fps (via SW update)",,,Yes,Yes,"Wi-Fi 802.11 b/g, DLNA, hotspot","2.1, A2DP","GPS, A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Up to 10 h (2G) / Up to 8 h (3G),"Sensous Black, Luster White",About 120 EUR,HSDPA 900 / 1700 / 2100 ,,HSDPA 850 / 1900 / 2100  / 800 - X10a for Americas,HSPA 7.2/2 Mbps,Adreno 200,LED flash,,,,,,2009,1,1500,1,119.0,63.0,13.0,135,0,1,0,0,0,0,0,tft,60,4.0,44.1,58.8,480,854,245,android,1.6,qualcomm,,,,1.0,microsdhc,1.0,0.384,8
sony_ericsson,sony_ericsson_xperia_ray,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 854 pixels, 16:9 ratio (~297 ppi density)",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR","GPS, A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Up to 6 h 50 min (2G) / Up to 7 h (3G),"Black, Gold, White, Pink",About 170 EUR,HSDPA 900 / 2100 - ST18i,,HSDPA 850 / 1900 / 2100 - ST18a,HSPA 7.2/5.76 Mbps,Adreno 205,LED flash,,,,,,2011,1,1500,1,111.0,53.0,9.4,100,0,1,0,0,0,0,0,led-backlit lcd,60,3.3,30.0,51.0,480,854,297,android,2.3,qualcomm,,,,1.0,microsdhc,0,0.512,8
sony_ericsson,sony_ericsson_live_with_walkman,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",720p,VGA,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR","GPS, A-GPS",,"Stereo FM radio, RDS","microUSB 2.0, OTG","Accelerometer, proximity, compass",Up to 14 h 15 min (2G) / Up to 6 h 42 min (3G),"Black, White",About 120 EUR,HSDPA 900 / 2100 - WT19i,,HSDPA 850 / 1900 / 2100 - WT19a,HSPA 7.2/5.76 Mbps,Adreno 205,LED flash,,,,,,2011,1,1200,1,106.0,56.5,14.2,115,0,1,0,0,0,0,0,tft,60,3.2,30.5,50.9,320,480,180,android,2.3,qualcomm,,,,1.0,microsdhc,0.32,0.512,5
sony_ericsson,sony_ericsson_xperia_mini,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"320 x 480 pixels, 3:2 ratio (~192 ppi density)",720p,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP","GPS, A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Up to 4 h 30 min (2G) / Up to 4 h 30 min (3G),"Black, White, Blue, Dark pink",About 120 EUR,HSDPA 900 / 2100 ,,HSDPA 850 / 1900 / 2100 ,HSPA 7.2/5.76 Mbps,Adreno 205,LED flash,,ST15i,,,,2011,1,1200,1,88.0,52.0,16.0,99,0,1,0,0,0,0,0,led-backlit lcd,60,3.0,6.8,58.6,320,480,192,android,2.3,qualcomm,,,,1.0,microsdhc,0.32,0.512,5
sony_ericsson,sony_ericsson_xperia_x8,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"320 x 480 pixels, 3:2 ratio (~192 ppi density)",480p@30fps,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","GPS, A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Up to 4 h 45 min (2G) / Up to 5 h 40 min (3G),"White, Dark Blue/ White, Aqua Blue/ White, Pink/ White, Silver/ White",About 100 EUR,HSDPA 900 / 2100 ,,HSDPA 850 / 1900 / 2100 ,HSPA 7.2/2 Mbps,Adreno 200,,,,,,,2010,1,1200,1,99.0,54.0,15.0,104,0,1,0,0,0,0,0,tft,60,3.0,6.8,50.1,320,480,192,android,1.6,qualcomm,,,,0.011,microsdhc,0.128,0.168,3.15
spice,spice_fire_one_(mi_fx_1),GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Class 12,,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",Yes,VGA,,"Yes, dual speakers",Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP",No,No,FM radio,microUSB 2.0,Accelerometer,Up to 8 h,"White, Black, Orange",,,,,,,LED flash,,,,,,2014,1,1400,2,115.6,62.0,11.2,65,2,1,0,0,0,0,0,tft,60,3.5,36.5,50.9,320,480,165,firefox,os,spreadtrum,,,,1.0,microsdhc,0.256,0.128,1.3
spice,spice_n_300,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Class 12,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",720p@30fps,2 MP,,"Yes, dual speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 5 h,Blue,,,,,,Mali-400,"LED flash, panorama",,,,,,2014,1,2000,2,150.4,74.8,9.8,180,2,1,0,1,0,0,0,ips lcd,60,5.0,68.9,61.2,480,854,196,android,4.4.2,mediatek,,,2,1.3,microsdhc,4.0,0.512,8
spice,spice_mi_535_stellar_pinnacle_pro,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"540 x 960 pixels, 16:9 ratio (~208 ppi density)",Yes,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass",Up to 4 h 12 min,Brown,About 210 EUR,HSDPA 900 / 2100 - SIM 1 & SIM 2,,,HSPA,PowerVR SGX544,Dual-LED flash,,,,,,2013,1,2550,1,152.0,79.0,10.3,196.3,2,0,0,0,0,0,0,ips lcd,60,5.3,77.4,64.5,540,960,208,android,4.2,mediatek,,,4,1.2,microsdhc,16.0,1.0,8
spice,spice_smart_flo_359_(mi_359),GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Class 12,,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",720p@25fps,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP, EDR",GPS,No,FM radio,microUSB 2.0,Accelerometer,Up to 6 h,"Titanium Grey, Silver",,,,,,Mali-400,LED flash,,,,,,2014,1,1400,2,117.5,62.9,12.0,130,2,1,0,0,0,0,0,tft,60,3.5,36.5,49.4,320,480,165,android,4.4.2,mediatek,,,2,1.3,microsdhc,0.512,0.256,2
spice,spice_mi_498_dream_uno,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 17 h,"Black, White",About 90 EUR,HSDPA 850 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,LED flash,,,,,,2014,1,1700,1,132.0,67.0,9.2,107,2,0,0,0,0,0,0,tft,60,4.5,55.8,63.1,480,854,218,android,4.4.4,mediatek,,,4,1.3,microsdhc,4.0,1.0,5
spice,spice_stellar_526_(mi_526),GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,3.15 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, EDR",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity",Up to 9 h,"White, Silver",,HSDPA 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-450MP4,"LED flash, panorama, HDR",,,,,,2014,1,2500,2,143.6,71.7,8.3,210,2,1,0,1,0,0,0,tft,60,5.0,68.9,66.9,720,1280,294,android,4.4.2,mediatek,,,6,1.5,microsdhc,8.0,1.0,8
spice,spice_stellar_509_(mi_509),GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","3.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 4 h 30 min,White,,HSDPA 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,"LED flash, panorama, HDR",,,,,,2014,1,2000,2,145.0,79.0,9.5,120,0,1,0,0,0,0,0,ips lcd,60,5.0,68.9,60.1,480,854,196,android,4.4.2,mediatek,,,4,1.3,microsdhc,4.0,1.0,8
spice,spice_smart_flo_508_(mi_508),GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Class 12,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 5 h,Blue,,,,,,Mali-400,"LED flash, panorama",,,,,,2014,1,2000,2,150.4,74.8,9.8,180,2,1,0,1,0,0,0,ips lcd,60,5.0,68.9,61.2,480,854,196,android,4.4.2,mediatek,,,2,1.3,microsdhc,4.0,0.512,8
t_mobile,t_mobile_g1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,Trackball,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",Yes,,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP (headset support only)",GPS,,No,miniUSB,"Accelerometer, compass",Up to 5 h 20 min,"White, Black, Brown",About 290 EUR,HSDPA 2100 ,,HSDPA 1700 / 2100 - American version,HSPA 7.2/2 Mbps,Adreno 130,,,,,,,2008,1,1150,1,117.0,55.7,17.1,158,0,1,0,0,0,0,0,tft,60,3.2,30.5,46.8,320,480,180,android,1.6,qualcomm,,,,0.011,microsd,0.256,0.192,3.15
t_mobile,t_mobile_g2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,Optical trackpad,"480 x 800 pixels, 5:3 ratio (~252 ppi density)",720p,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP","GPS, A-GPS",,Nо,microUSB 2.0,"Accelerometer, proximity, compass",Up to 9 h 50 min (2G) / Up to 6 h 40 min (3G),"White, Black",About 420 EUR,HSDPA 1700 / 2100 ,,,HSPA 14.4/2 Mbps,Adreno 205,LED flash,,,,,,2010,1,1300,1,119.4,61.0,15.2,184.3,0,1,0,0,0,0,0,tft,60,3.7,39.0,53.5,480,800,252,android,2.2,qualcomm,,,,0.8,microsdhc,4.0,0.512,5
t_mobile,t_mobile_revvl,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 ,,,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",1080p@30fps,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP",GPS,No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",Up to 12 h (3G),Black,About 110 EUR,HSDPA 1700 (AWS)/ 1900,"2, 4, 5, 12, 66",,"HSPA, LTE",Mali-T860MP2,"LED flash, HDR",,,,,LED flash,2017,1,3000,0,151.9,77.0,8.4,157.9,0,0,1,0,0,0,0,ips lcd,60,5.5,83.4,71.3,720,1280,267,android,7.0,mediatek,,,4,1.5,microsdxc,32.0,2.0,13
tecno,tecno_pova_5_pro,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,1080 x 2460 pixels (~396 ppi density),"1440p@30fps, 1080p@30fps","16 MP, f/2.0, (wide)",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",Yes,"GPS, GLONASS, GALILEO, BDS",Yes,FM radio,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,"Dark Illusion, Silver Fantasy, Free Fire Edition","₹ 12,499",HSDPA 850 / 900 / 2100 , LTE,,"HSPA, LTE, 5G",Mali-G57 MC2,Dual LED flash,,LH8n,"Glass front, plastic frame, plastic back",,LED flash,2023,1,5000,0,168.5,76.5,9.0,212,2,0,1,0,0,1,0,ips lcd,120,6.78,109.,84.7,1080,2460,396,android,13,mediatek,,,8,2.0,microsdxc,256.0,8.0,0.08
